s1 s2
9.873015911251720178e-01 3.683449142604272586e-01
-1.994318206772191626e+00 7.156278044873075617e-01
1.872918775094615906e+00 8.362442006967549801e-01
2.701645144984195834e+00 8.014992966641598660e-01
1.606869633262075325e+00 7.989107137269876313e-01
1.923467115250463655e+00 1.226080669293976744e+00
8.344992788214552482e-01 1.245148668832813055e+00
1.498627847572686189e+00 7.784924678797420228e-01
2.073070404971324443e+00 8.218235407529379533e-01
-1.266680108461738730e+00 6.291763349994757837e-01
2.692412546410084317e+00 6.306170021466490638e-01
-7.820949436086268580e-01 7.636984204083556715e-01
-4.756826853465741245e-02 7.183257331640853227e-01
1.955971517401464688e+00 9.107859005846451195e-02
1.823301395502943567e+00 6.375611345330128854e-03
3.733249138576008042e-01 2.259902719166604623e-01
-1.203713706974587350e+00 -1.638133958170635285e-01
-1.861967909152255407e+00 -6.028404942998353278e-01
2.606855332188159124e+00 -2.920987141087379446e-01
-1.492108661776624157e+00 -5.470049232404980977e-01
-2.624732848745507052e+00 -3.611361450751378044e-01
-1.264396820835937962e+00 -1.747849972152421549e-01
9.533181705461242217e-01 -7.064428062134957553e-01
2.412909162060164370e+00 -6.530710194227613563e-01
3.995897674427054902e+00 -6.936075742331365701e-01
2.241173473578046416e+00 -7.336383392657177538e-01
-1.826006463821819192e+00 -7.980504070497119740e-01
-1.828610640467992043e+00 -1.033510990326575119e+00
2.797194870644147402e-01 -8.432240111093391999e-01
-3.881419952120511940e+00 -4.193306972021078605e-01
4.119764986811659924e+00 -3.592945716485570484e-01
4.660090783747742882e-01 -3.843979216118100228e-01
3.329295256807409675e+00 -1.145328774066373345e+00
3.402469670257060930e+00 -4.309157759737980431e-01
1.427474383343833475e+00 1.304766526653680092e-01
3.890344217910227886e+00 1.247312507383301905e-01
-5.454876332338023381e-01 -2.757710864017887120e-01
-1.731658149527657731e+00 -3.146450221009947645e-01
8.207113965544289291e-01 -2.993047142907512836e-01
1.235968512003133624e+00 9.951134767587820062e-02
-3.231726116845831109e-01 -1.367550576795301676e-01
-3.496621924348871424e+00 2.641829138720381831e-01
-2.088710468906579187e+00 2.939029959624708255e-01
-3.611112747373093956e+00 5.504800344642655219e-01
-3.119618955512555303e+00 7.660726933173189757e-01
-1.642197277687450940e+00 1.908822257216916674e-01
1.656868527224672150e+00 2.627550469681615430e-01
7.694950129498688840e-01 8.621842585696439798e-01
-2.665491645184427938e-01 9.997163490044014278e-01
7.474834904690332016e-02 9.369135877711451954e-01
5.939110183791968645e+00 1.013948225997550967e+00
2.785688107323817594e-02 2.363628165864166131e-01
8.531213302565534562e-01 4.591518634328273230e-01
3.444060485607476352e-01 8.218176299188589828e-01
-2.190694879700777697e+00 8.817858383578155435e-01
-4.414133273748616082e-01 9.767207580104002584e-01
1.121008722347121012e+00 1.347661806195010747e+00
9.598071069686775481e-01 4.592237340140905011e-01
4.106480817198149502e+00 6.017168240593493422e-01
7.635756575998078333e-01 5.298706758042036613e-01
1.342370700463402011e+00 6.644091096142443753e-01
-2.083243694840778204e+00 3.030216135109727316e-01
-4.611270039201604831e+00 2.647069412845363678e-01
9.613405253554377916e-01 -8.603696092643434157e-02
-3.568947918280681808e+00 3.110021950386280265e-01
-1.395065998161277410e+00 -2.434016014123064620e-01
1.250827287136103250e+00 -7.254292384289472151e-02
4.215822744884981654e-01 1.969643272986367488e-01
1.648918900080633687e+00 -3.342573683320848033e-01
-2.583355945731929948e-01 -3.139543635406732425e-01
-1.048220503746938093e+00 -5.339462420221497974e-01
-4.240933251734099407e+00 -5.911585598098865191e-01
-1.575771748782036852e+00 -3.787264607481216627e-01
1.866521458719546389e-01 -3.030895261169562760e-01
-1.890869915699377124e+00 -2.856617481496617761e-01
3.864930909213368349e+00 -3.587323022903447511e-01
-1.474268652928438506e-01 -3.185756593511858692e-01
-5.762704951002411979e-01 -1.156738720471014226e+00
-5.874664903909797564e-01 -8.530102590954301567e-01
2.927164557396177980e+00 -7.807371719860026760e-01
-1.843964065309184219e+00 -2.787998651679773343e-01
2.477389485905816091e+00 -8.671405922102407571e-01
-6.362801271241580459e-01 -5.471324828676846774e-01
2.896641548090400864e+00 -1.789448783608016402e-02
2.051238224142044153e+00 -1.658156896375188594e-01
6.773865173203741374e-01 -2.583141551654368762e-01
-2.905797099533173888e+00 -3.655557477484057682e-01
-4.165817559889574362e+00 8.946136266773863088e-02
-5.144897383400557356e-01 2.348653501695338874e-01
1.353844964619065561e+00 -7.896470743658530467e-02
-1.046334324282977679e+00 4.060657781555513379e-01
-6.850184697786322330e-01 1.603553040392341478e-01
-2.186863915480594667e+00 3.736047659333013859e-01
1.237387228388363347e+00 2.761143233726513491e-01
-1.266059090123254460e+00 9.006373402302970677e-01
-3.211670878686579744e+00 4.696522119913958404e-01
2.921024310721107575e+00 4.235499039045232950e-01
9.940337692351831622e-01 5.393247935291450856e-01
-1.793510938105325137e+00 5.128602773852830587e-01
1.500151621277069802e+00 6.964767365086491635e-01
-1.880794691905200766e+00 1.361489273188995597e+00
1.821986460701275234e+00 1.399696873770611028e+00
9.372878246467177821e-01 6.789037512526626683e-01
-1.594311196839480527e+00 6.223563859262091214e-01
3.253505388196426540e-01 5.312665650353521896e-01
-2.744065611668661475e+00 1.962260800240786529e-01
-9.584908190870233824e-01 5.688057109620267005e-01
-7.313082544213477254e-01 5.186110570981699031e-01
5.323216814569116551e+00 9.389648108926402781e-01
2.076204020634342839e+00 6.278943494888894472e-01
1.154250634945482190e+00 8.333110431217392033e-01
-6.543378095264701377e-01 1.274059299059324690e-01
1.265838672841328227e+00 -2.730559576232864383e-01
1.271043948287417402e+00 2.454221140540060464e-01
-8.632002470946603667e-01 -2.318455747224481001e-01
2.965262932609263657e+00 -2.661114578084874949e-01
-2.524955300862809171e+00 -2.006557101752298733e-02
3.191610260355699502e+00 -5.077556794092497050e-04
9.623716536969337820e-01 -6.705868650454849256e-01
1.869998706530404009e+00 2.212522636318363656e-01
1.119450304214543612e+00 7.920785966513965715e-03
2.136198906132824038e-01 -8.187166259233223942e-01
-1.614023990042846579e+00 -2.550673391166167758e-01
-2.391779303917532129e+00 -3.509294226252100968e-01
2.010494098782460437e+00 -6.267432736482085875e-01
2.515517429046345566e+00 -6.393745701003351600e-01
9.061977796103591609e-02 -6.334889303268707028e-01
2.451985369088011346e+00 -8.407140669394791432e-01
-1.337546342944749389e+00 -8.977272173873096506e-01
1.832184443805404239e+00 -6.446888732309159487e-01
6.097257386340066976e-01 -1.020013687804423030e+00
2.017303857140259726e+00 -6.898778721080683907e-01
3.514887397144282222e+00 -7.037565711813478231e-01
-1.734271056969376890e+00 -7.346368922559534109e-01
-6.428399386364572754e-01 -3.047279705640019154e-01
8.260354664571103456e-01 -3.956103203876411567e-01
6.276263919278517456e-01 -3.024117481538453056e-01
-1.811973879606666893e+00 1.312055438987971279e-01
-3.610726921568297582e-02 -3.926610239679185210e-01
-7.980988032421254541e-01 2.555852065844269050e-01
-4.533474761799958230e+00 1.981402032859525542e-01
-1.079239389203968003e+00 3.489535550508795353e-02
-4.161454070067652222e-01 3.242150757279539386e-01
1.814518246108248190e-01 4.570162064494601162e-02
-2.815793666577837584e+00 4.822102682934191753e-01
1.134863809201430707e+00 6.902761896275827480e-01
1.921148780523309840e+00 5.937868442686191628e-01
-2.065719850126868540e+00 8.029150129944206959e-01
-6.966964569673799179e-01 2.512704972555413474e-01
-1.655712059766298594e-01 7.732419200664986114e-01
2.936512651903412596e+00 5.343118137746584173e-01
-5.014314309012542215e-02 5.768862255358515601e-01
-5.956596550124153566e-01 6.972705836924124601e-01
7.579049969029297840e-01 6.901130263977941492e-01
1.664155649351799215e-02 8.836639701081154818e-01
-3.725316826386712021e-01 3.884477210752954601e-01
1.482433319883215139e+00 7.719717212850788490e-01
-1.797032253653929823e+00 2.201869434665988390e-01
-2.332788356525978823e+00 8.526844496673036122e-01
-6.439953882609888991e-01 2.275626910491664323e-01
-2.239106649688922257e+00 7.297803352454068637e-01
2.373199012348143899e-01 5.118843351565429689e-01
-1.575059491452295068e+00 -1.343802766936474935e-02
1.200648007983041943e+00 2.808103792648880548e-02
-1.437429699937841310e+00 5.456412358047040695e-02
3.004318659454889406e+00 -1.434659454598361250e-01
1.875794867964039492e+00 -1.712737785815478531e-01
-3.351609524711275157e+00 3.405481267085800345e-01
2.454399160831072457e+00 -3.917240244703071306e-01
-1.915241260645561994e+00 -5.947615985846644859e-01
-2.172693382706767096e-01 -5.310072840550578155e-01
-8.455689629413795094e-01 -4.072791696480972945e-01
1.806499796678054048e+00 -6.517970453840810086e-01
3.904769807318381414e+00 4.747591909489989881e-02
-1.128747648619969901e+00 -6.646700910775121818e-01
-8.751116871478623604e-01 -3.996835642809885014e-01
6.549113641868313795e-01 -3.402036102618605784e-01
2.313226510200591335e+00 -4.090985987543016567e-02
3.636480974491324236e+00 -1.114705721179472420e+00
-3.139626940556698997e+00 -6.349110961244813778e-01
2.263748303204931478e+00 -3.805037145066732518e-01
2.738904133789894058e+00 -8.229397878087664209e-01
8.996030976151390135e-01 -9.264407909799192709e-01
-3.886073801340786948e-01 -6.620951011757821858e-01
-9.371839851354699658e-01 -2.993693902895183667e-01
1.082817500098678609e+00 -7.204225445918521764e-01
2.592858801685408388e+00 -8.169112763356261020e-01
8.929862178816042606e-01 -1.896108131919334028e-01
4.560966032213909505e-01 -7.534749004988917642e-01
-1.919936832712366259e+00 -2.516987326684799742e-01
-3.413136119454317718e+00 -5.698879147697440972e-01
2.852917179935623881e+00 4.696537219861871559e-01
-3.006534665238856929e-01 2.911569443366605059e-01
6.048680698371903253e-01 5.466958997074786719e-01
3.157853401193119414e+00 2.019091861190343840e-01
-1.054204577367643836e+00 4.704800195249134731e-01
-3.501010659559508631e-01 2.255501645757198581e-01
-9.173011536565730539e-01 8.772565927778452899e-01
-1.019104050986297638e+00 7.184946649119667850e-01
-5.510244396863309690e-01 3.892937977617484946e-01
-1.477033654887460079e+00 9.181981285264870785e-01
-1.150281798088795826e+00 6.998249352811952706e-01
6.895357874029713896e-01 9.663572349707637565e-01
4.371023339167156019e-01 9.364273516746852710e-01
3.414918975451061156e-01 7.632343885657163485e-01
2.454330652817081404e+00 4.314899299750515338e-01
1.624254145125115789e-01 1.030113032899609538e+00
-1.963377487444650571e+00 3.605102943839486596e-01
3.086995346727158029e+00 7.567535462882032382e-01
1.814907571129544817e+00 7.458623269620088259e-01
3.886543872109072262e-01 8.630327885769364382e-01
-2.204722979535667982e+00 3.027328410969195027e-01
-3.382477005506832612e-01 2.945425034464416170e-01
-9.298577682114911314e-01 1.854289064362489303e-01
-2.776368504966669981e+00 -2.456637903395744171e-01
-2.474760925346412677e+00 1.239306568296295180e-01
2.339118733228718328e-01 -2.965564998623786142e-02
-1.365364329009827737e-01 -5.469290340513981441e-01
-1.814312925709731794e-01 -1.248967550165328566e-01
1.111323768087089769e+00 -4.599210850303733222e-01
3.455976344953970991e-01 3.005580857653460392e-01
-8.447602340636363172e-01 -1.230820138758356719e-01
1.076905828863250925e+00 -6.216577985014526408e-01
1.257590887725532347e-01 -8.437047597862961101e-01
1.637886335221487188e+00 -4.686398526132389275e-01
-3.023432703953427003e-01 -8.709481787929678198e-01
2.619020120561033504e+00 -5.594176908402332948e-01
1.395843841171595878e+00 -7.415073257396175288e-01
1.255721538734010601e+00 -2.986745686295257940e-01
-1.618555896095845048e+00 -2.211933427213093051e-01
-8.949386307693263376e-02 -7.773828954856738527e-01
3.665894250206904736e-01 -3.751612738678530290e-01
1.203489687249419182e+00 -2.507100286899784369e-01
7.424576592445887302e-01 -6.691956204640274741e-01
-2.588889611086825582e+00 -3.402107060813125416e-01
4.111564293110741564e-01 -7.320879094863677050e-01
-2.870617050663791137e+00 -4.864367674709136335e-01
-4.982990425933140344e+00 -2.680923720228520213e-01
-7.413088828844378586e-01 -5.792417341035788203e-02
1.968231712901817587e-01 -4.221575325049920502e-01
-1.798209718908803101e+00 7.104654974904820453e-01
2.747161469688372382e+00 3.353589727628621953e-01
-1.541928260428939435e-01 4.810320540444001924e-01
-1.250402006864562043e+00 3.220990080810832712e-01
1.341724032502859432e+00 1.703332267671398004e-01
1.143897536962945605e+00 5.746680088232172245e-01
2.411466838969659465e-01 7.319017106761028790e-01
-1.078751535308423604e+00 8.869321404883576676e-01
4.388481295003062166e-01 7.243771695737051264e-01
-2.443755986290448157e-01 6.233521367552782300e-01
-4.845585978776457914e+00 6.672519405260305403e-01
-3.523213797053583174e-01 8.618105169499984397e-01
3.842952959316362715e+00 6.797427486956589826e-01
-3.421314755236389282e-01 9.806208150138397972e-01
-2.308588815112407655e+00 4.868876474030063295e-01
1.466491924508817934e+00 8.810181072668765712e-01
2.594729702602331378e-01 8.129375308881899853e-01
7.169952207144858480e-01 4.524041342207351102e-01
5.172378068403636897e-01 7.852338541846144437e-01
3.312341827863878763e+00 6.042670939928797003e-01
4.904341248572140488e-01 7.346189268736664779e-01
5.670670324785289651e-01 9.476941127234083107e-01
-1.520967523586108872e+00 3.715353821291189629e-02
1.067999619940829925e+00 6.763366791747943418e-01
-1.759673492030677799e-01 -3.206741541341849577e-02
4.606986691661696387e-01 3.844420584489499082e-01
1.242970141276438456e+00 1.624055408600547368e-01
1.967302454164678194e+00 2.346442963531576720e-01
-6.685518816505434669e-01 -3.750843014778665885e-01
-3.661877660767796083e+00 -1.275755173598887904e+00
-2.550769513751519391e+00 -6.356271056279888532e-01
-9.149174953435796898e-01 -8.145660639619114463e-01
-1.955660462230988772e+00 -8.150345879605336297e-01
9.544874106657731672e-02 -9.392066833005747739e-01
-3.874791405487198137e+00 -7.649684743947295917e-01
3.513040178583681783e-01 -3.107631595045991513e-01
-1.997536918768916925e+00 -1.220847113899675929e+00
-2.023441373868545945e+00 -6.362227735063209488e-01
1.671701200479853933e+00 -1.135363668652352276e+00
4.409809662236059413e-01 -2.561962858481488525e-01
1.533658601868223226e+00 -2.008268890299400034e-01
2.326449625489328099e+00 -6.090337364560697297e-01
1.042620198157093947e+00 -5.838669471029642732e-01
-5.029949416218756353e-01 -6.287265315873928895e-01
-2.891346736428002107e-01 -8.440074368551483408e-01
-2.236413301250375518e+00 -2.445894878124275917e-01
1.128552275415082073e+00 -7.186589739421398448e-01
3.221540645435625905e+00 2.658299500112426550e-03
-8.236908061800570779e-01 -5.007050364704148659e-01
-3.626881937780079834e+00 -2.632151293215859722e-01
-5.467544315677946853e-01 3.329270063612475156e-02
-1.829824426470779142e-01 1.543235548672866608e-02
-7.949148851051703879e-01 1.169126244279688753e-01
1.590861166701469154e+00 4.741308004371289631e-01
-1.845785551944714165e-01 7.330661405426763810e-02
-7.379375437157806861e-01 7.139010509621173117e-01
-3.992207844129438410e-01 5.383537439861432183e-01
3.629236904543493014e-01 7.587976875928776899e-01
-2.021418241083024814e+00 2.849999830418047386e-01
1.877391828775145211e+00 5.017288114373424923e-01
-1.584651333743049006e+00 1.083807985838304067e+00
-1.342428862058457684e+00 3.533764123060356144e-01
2.696406460124328719e-01 2.579616400700236456e-01
2.840689837191651135e-01 4.914910090765218786e-01
-3.425447553831285408e+00 6.072478509198073748e-01
3.653973825302283540e+00 6.370886542812039810e-01
2.149036400794421819e+00 3.329783517550771177e-01
-2.449050880732744684e+00 4.386750384480020415e-01
1.740478486096859456e-02 1.043941423254471701e+00
6.216251045502090705e-02 5.898634988387363443e-02
1.132836856018818450e+00 6.654749203891168197e-01
-6.220831881334895064e-01 -2.320988691253244030e-01
-3.326843130999486586e+00 3.821025630341893797e-01
1.045111525850528356e+00 -2.628507838094010785e-01
-2.878210127831529519e+00 2.736355942480889203e-01
-1.636509288217797842e+00 -4.045339983081662760e-01
6.599541963627765240e-01 -2.594197956525144955e-01
2.173419112088556537e-01 -3.460995292061246342e-01
-2.560396839839553795e+00 -5.008939289910283588e-01
-4.941417840657742033e+00 -1.074995007813550341e-01
2.788883092262546270e+00 -5.225356397453559953e-01
2.482546968501739559e-01 -4.991916666561970750e-01
-3.828844643771578404e-01 -4.150364556159722440e-01
-4.654484552499827288e+00 -8.749781355551222717e-02
8.948976456645025834e-01 -6.824272048645780853e-01
-1.476748014621660055e+00 -4.235914881819793365e-01
-5.420984729354071385e-01 -7.444541309313219557e-01
5.688149068025432076e-01 -6.937250987154819359e-01
5.507185229528722692e-01 -8.799138313164229785e-01
1.816494372476460395e+00 -9.241494815457800271e-01
3.464884558431115646e+00 -9.590206657469412255e-01
-3.162767251768170418e-01 -3.681035940757193536e-02
-9.559321200260250118e-01 -5.343725656884757980e-01
-9.815484948780467400e-01 -1.846180552282797316e-01
-1.734416881929518262e+00 -3.339786882608917207e-01
2.603385425838129930e+00 -1.847917014592092566e-01
-5.422623390780491048e-01 -4.184481315770643972e-01
1.463215214382924234e+00 -4.908885087783101953e-02
4.456625269261606515e-01 -2.549852599821827992e-01
-1.773014447992927733e+00 -3.504631349996029654e-01
3.557669528905564871e+00 5.510415304366919620e-02
-1.761365890302128756e+00 -2.010079643048088560e-01
-1.407708150869261932e+00 1.975730144482021888e-01
2.902815229874785019e-01 7.201038134921480816e-02
-8.960504423867697854e-01 5.314420228250958944e-01
-3.371580477105575596e-02 4.518267492010105135e-01
-3.487776148484719729e-01 5.806079263111338928e-01
-5.601420888769816919e-01 9.623554874966022687e-01
-4.373557913864731361e+00 5.566625141493258822e-01
4.711464539083577430e-01 4.042939458635766981e-01
3.386305783141826398e-01 9.306955854949254814e-01
-5.566155304818977065e-03 8.394927378373243654e-01
1.284006732093903591e-01 4.476267408083048349e-01
-4.711827870234909788e-01 1.104988401946776166e+00
2.362963023925123363e+00 6.503165169307544291e-01
3.117581226340620404e+00 8.240764655416500384e-01
-3.936318646026191193e+00 4.279530055341594919e-01
9.527505327161903681e-01 5.550402807445716791e-01
3.071207752681499592e+00 1.323383816797870094e-01
-3.253340734282706759e+00 7.866248516725309337e-01
-5.968140328573993958e-02 1.879440581171122338e-01
-1.228282082006386666e+00 5.561069116700149140e-01
-3.364553678180815854e+00 4.311116287182646944e-01
3.989997730673763510e+00 -1.657636903065123901e-02
-2.432525522690662356e+00 -2.589225230506543851e-01
3.069350947300381272e+00 2.056292969645269475e-02
2.947238178613493798e+00 3.875962691734541332e-03
-2.100717197326573693e+00 4.051627187922848816e-02
-8.636448736323193431e-01 -1.061739171652650304e-01
-7.361082969285401845e-01 -4.673127411859356872e-02
-1.289082181187185538e+00 -3.231204968032379554e-01
-6.227875444535247995e-01 4.980039430840343950e-02
2.671962739215552496e+00 -4.519976853725674593e-01
-1.475102268708805786e+00 -7.800871342678250553e-01
-1.204465709582131172e+00 -6.579317953290082510e-01
2.132751876909795730e+00 -9.739179954063729161e-01
2.090357955418097102e+00 -7.202221172079352751e-01
-3.409521571790555594e+00 -1.637449776447771344e-01
-4.558648015229874062e+00 -7.620946911850282612e-01
-1.214144929066935719e+00 -5.457624396617326568e-01
-5.278491188529972789e+00 -1.171639602360081245e+00
-6.374136651696691303e-01 -4.333914751810490906e-01
-2.610060675337777525e-01 -6.437061299700397310e-01
1.510807352732334907e+00 -9.396989847162610099e-01
8.132997849380795286e-01 -6.116258585928127101e-01
-3.547930248519060026e+00 8.609763988833973869e-02
-2.742680069283436328e+00 -2.625545819959322902e-01
-5.716946512843821271e-01 -3.264776932841184642e-01
-2.993406162649224989e+00 3.101352881263063077e-01
-2.475522830431741567e-03 2.521749070289897032e-01
3.580102835842195130e+00 -4.692565295913097567e-01
1.648134737711730580e+00 -2.122958900233129775e-01
1.061787488734891705e+00 7.272326481031592404e-01
-1.255573155356643378e+00 3.014262230483743532e-01
1.362249240948729900e+00 -2.111592483008165599e-01
-2.522959781630810250e-01 4.325566201500398167e-01
-7.113142762409550013e-01 6.180656435048617059e-01
-5.090512121849537497e-01 1.838709400047719988e-01
-1.422748077992086468e+00 6.055686638231763119e-01
9.966601297751186417e-01 3.116208992751343665e-01
-1.326605044037600489e+00 1.778103192092929108e-01
2.329041411389150884e+00 9.053149550400406698e-01
4.574555769458769738e+00 6.410701003007492904e-01
3.067374488146601963e-01 6.623627902231256082e-01
7.889649507774788573e-01 9.540479463842554964e-01
-1.297986017820107696e+00 1.004193867205418700e+00
-4.695619213592305136e-02 8.800882335915757304e-01
-1.725179805761983820e+00 -2.792740537831139847e-02
8.361752969848242900e-01 3.447957866794312265e-01
-8.183144019581063411e-01 7.804987878201867790e-01
9.127919755011075775e-01 1.088733401425325154e+00
3.115251782254946367e-01 5.982634972648044336e-01
1.908899932991503068e+00 1.905956351502047508e-01
2.776768879306318105e+00 3.683146791285263344e-01
3.933247103511364751e-01 8.953759396353455635e-02
3.678056277313389022e-01 1.164098802458184007e-01
-2.785855527310218793e+00 2.086044532310113997e-01
2.811248381175614597e+00 -2.079809953583703630e-01
-1.072992117776090604e+00 -4.841971890613125939e-01
-1.248572738330041343e+00 -2.415892582907520902e-01
-1.235840067650741059e+00 -4.601275668220635162e-01
-1.098666204109737254e+00 -4.921158002825259947e-01
-9.100426321727229928e-02 -6.264295114630098471e-01
3.318711067215958654e-01 -5.614621154434544792e-01
-4.222132040422294175e+00 -1.681549876369610175e-01
-2.495492519156564004e+00 -7.116655969520014891e-01
-6.644005525954911340e-01 -7.671760095869282203e-01
3.704388117599479169e-01 -3.040715936888659376e-01
2.064136545238486609e-01 -9.045394023304375031e-01
1.609253914903206129e+00 -5.655236483476766551e-01
-2.028088397941159915e+00 -6.156047082602077447e-01
-2.634896173022381882e-01 -3.359961972135647734e-01
2.284785625877401749e+00 -4.128114770442303794e-01
-9.420345751058949446e-01 7.295204259078325038e-02
6.083259638915062828e-01 -3.796839246669146406e-01
-2.040079553106678656e+00 -8.012046335156375321e-02
1.401423920991027972e+00 -3.448912999810133106e-01
2.273362557417669905e+00 -4.642428482836183923e-01
9.620743737315381461e-01 3.364252495104569363e-01
-2.743402297907944765e-01 -1.050251739833887310e-01
